"Product.ID","Product.Category","Buyer.Gender","Buyer.Age","International.Shipping","Sales.Price","Shipping.Charges","Sales.per.Unit","Quantity","Total.Sales","Rating"
12,2,2,19,1,20,0,20,2,40,"4"
6,1,2,25,2,65,40,105,4,420,"4"
1,1,1,21,1,100,0,100,5,500,"3"
12,2,2,28,1,20,0,20,1,20,"4"
8,1,2,34,1,97,0,97,1,97,"1"
9,2,2,28,1,15,0,15,1,15,"4"
8,1,2,21,1,97,0,97,3,291,"5"
1,1,2,22,1,100,0,100,2,200,"5"
7,1,2,28,1,130,0,130,1,130,"5"
4,1,2,22,2,118,40,158,4,632,"3"
8,1,1,28,1,97,0,97,2,194,"3"
1,1,2,30,1,100,0,100,4,400,"4"
9,2,2,29,1,15,0,15,1,15,"1"
6,1,1,31,1,65,0,65,5,325,"4"
12,2,2,25,2,20,40,60,2,120,"2"
9,2,2,33,1,15,0,15,1,15,"4"
6,1,2,27,1,65,0,65,1,65,"1"
1,1,2,27,1,100,0,100,4,400,"1"
2,3,2,27,1,9,0,9,1,9,"4"
2,3,2,29,1,9,0,9,2,18,"4"
2,3,2,35,2,9,25,34,3,102,"5"
8,1,2,20,1,97,0,97,1,97,"2"
6,1,1,27,2,65,25,90,1,90,"2"
8,1,2,26,1,97,0,97,1,97,"4"
13,3,1,26,2,23,40,63,5,315,"4"
9,2,1,30,1,15,0,15,3,45,"4"
1,1,2,26,2,100,40,140,2,280,"4"
9,2,2,19,2,15,70,85,2,170,"5"
9,2,1,28,2,15,40,55,2,110,"5"
7,1,1,24,1,130,0,130,1,130,"4"
6,1,2,20,1,65,0,65,1,65,"2"
5,2,2,29,1,32,0,32,1,32,"5"
6,1,2,35,1,65,0,65,2,130,"1"
7,1,2,23,2,130,70,200,1,200,"5"
9,2,2,22,1,15,0,15,1,15,"5"
8,1,2,24,2,97,25,122,2,244,"5"
6,1,2,18,2,65,40,105,1,105,"5"
6,1,2,21,1,65,0,65,1,65,"5"
9,2,2,25,1,15,0,15,1,15,"1"
4,1,1,20,1,118,0,118,1,118,"5"
3,3,2,24,1,10,0,10,2,20,"4"
2,3,2,29,2,9,25,34,1,34,"2"
4,1,2,28,1,118,0,118,1,118,"4"
2,3,2,27,1,9,0,9,1,9,"4"
5,2,1,30,1,32,0,32,1,32,"5"
6,1,1,28,1,65,0,65,1,65,"3"
7,1,2,24,1,130,0,130,4,520,"3"
4,1,2,30,2,118,25,143,1,143,"5"
3,3,2,28,1,10,0,10,1,10,"1"
3,3,2,34,2,10,50,60,4,240,"5"
3,3,1,22,1,10,0,10,1,10,"4"
7,1,2,33,1,130,0,130,1,130,"3"
6,1,2,19,1,65,0,65,1,65,"3"
9,2,2,22,2,15,40,55,1,55,"4"
2,3,2,32,1,9,0,9,2,18,"5"
6,1,2,31,1,65,0,65,1,65,"4"
8,1,1,20,1,97,0,97,2,194,"4"
3,3,2,23,1,10,0,10,3,30,"1"
5,2,1,35,1,32,0,32,1,32,"4"
1,1,2,24,2,100,70,170,2,340,"3"
9,2,1,33,1,15,0,15,3,45,"5"
8,1,2,18,1,97,0,97,1,97,"5"
6,1,2,27,1,65,0,65,1,65,"2"
6,1,2,27,1,65,0,65,1,65,"4"
1,1,1,19,1,100,0,100,2,200,"4"
9,2,2,19,1,15,0,15,3,45,"4"
2,3,2,21,2,9,25,34,2,68,"5"
1,1,2,29,1,100,0,100,1,100,"3"
6,1,1,25,1,65,0,65,1,65,"5"
12,2,2,33,1,20,0,20,1,20,"5"
3,3,1,28,2,10,25,35,1,35,"4"
8,1,2,25,1,97,0,97,5,485,"5"
6,1,2,27,1,65,0,65,1,65,"5"
1,1,2,32,1,100,0,100,1,100,"1"
3,3,2,32,1,10,0,10,1,10,"3"
2,3,2,18,1,9,0,9,1,9,"4"
6,1,1,18,1,65,0,65,2,130,"5"
9,2,2,35,1,15,0,15,1,15,"1"
6,1,2,31,2,65,100,165,3,495,"4"
3,3,1,30,1,10,0,10,1,10,"3"
7,1,2,21,2,130,40,170,1,170,"4"
8,1,1,25,1,97,0,97,1,97,"4"
9,2,2,32,2,15,40,55,1,55,"4"
6,1,2,22,2,65,40,105,1,105,"3"
9,2,2,29,2,15,25,40,1,40,"3"
9,2,2,29,2,15,40,55,1,55,"5"
5,2,2,20,1,32,0,32,1,32,"5"
8,1,1,31,1,97,0,97,1,97,"5"
8,1,2,33,1,97,0,97,3,291,"4"
7,1,1,31,1,130,0,130,3,390,"2"
12,2,2,25,1,20,0,20,2,40,"4"
6,1,2,32,1,65,0,65,1,65,"1"
8,1,2,28,2,97,40,137,1,137,"1"
5,2,2,35,1,32,0,32,1,32,"5"
1,1,1,26,1,100,0,100,3,300,"1"
2,3,2,19,2,9,70,79,1,79,"4"
12,2,1,27,1,20,0,20,1,20,"3"
8,1,2,33,1,97,0,97,4,388,"4"
8,1,2,28,1,97,0,97,1,97,"5"
12,2,1,29,1,20,0,20,1,20,"2"
1,1,2,28,2,100,40,140,5,700,"4"
6,1,1,18,1,65,0,65,1,65,"2"
7,1,1,28,1,130,0,130,1,130,"4"
5,2,2,22,1,32,0,32,2,64,"4"
6,1,2,33,1,65,0,65,1,65,"4"
5,2,2,35,1,32,0,32,2,64,"4"
2,3,1,24,2,9,40,49,1,49,"5"
3,3,1,30,2,10,70,80,3,240,"3"
2,3,1,21,1,9,0,9,1,9,"5"
6,1,2,21,2,65,25,90,2,180,"4"
8,1,2,30,1,97,0,97,2,194,"4"
8,1,2,19,1,97,0,97,3,291,"5"
5,2,2,26,1,32,0,32,1,32,"4"
8,1,2,19,1,97,0,97,1,97,"2"
2,3,2,18,1,9,0,9,1,9,"3"
3,3,2,26,2,10,100,110,3,330,"5"
6,1,2,27,1,65,0,65,3,195,"1"
10,2,2,33,1,45,0,45,3,135,"5"
9,2,1,24,1,15,0,15,1,15,"3"
3,3,2,25,1,10,0,10,1,10,"1"
2,3,2,24,1,9,0,9,2,18,"5"
2,3,1,28,2,9,70,79,5,395,"3"
11,2,1,24,1,50,0,50,4,200,"3"
4,1,2,18,2,118,70,188,1,188,"4"
6,1,2,35,1,65,0,65,1,65,"3"
3,3,2,23,1,10,0,10,1,10,"1"
12,2,2,18,1,20,0,20,1,20,"4"
2,3,2,26,1,9,0,9,1,9,"5"
5,2,2,22,1,32,0,32,4,128,"1"
2,3,1,28,1,9,0,9,1,9,"2"
7,1,2,26,1,130,0,130,1,130,"5"
9,2,2,34,1,15,0,15,1,15,"5"
6,1,1,27,1,65,0,65,1,65,"1"
5,2,2,35,1,32,0,32,1,32,"5"
4,1,2,29,1,118,0,118,2,236,"1"
5,2,2,21,2,32,40,72,1,72,"1"
3,3,2,29,2,10,40,50,3,150,"5"
13,3,1,34,1,23,0,23,4,92,"5"
9,2,2,19,1,15,0,15,3,45,"5"
3,3,2,35,1,10,0,10,1,10,"5"
6,1,1,24,1,65,0,65,3,195,"2"
11,2,1,30,1,50,0,50,1,50,"3"
12,2,2,18,1,20,0,20,1,20,"5"
9,2,1,25,1,15,0,15,1,15,"5"
2,3,2,35,1,9,0,9,1,9,"1"
10,2,2,23,1,45,0,45,1,45,"4"
2,3,2,21,1,9,0,9,1,9,"3"
10,2,1,28,1,45,0,45,1,45,"1"
6,1,2,26,1,65,0,65,1,65,"5"
7,1,2,27,1,130,0,130,1,130,"3"
1,1,1,19,1,100,0,100,1,100,"4"
12,2,2,32,1,20,0,20,1,20,"1"
6,1,2,34,1,65,0,65,4,260,"2"
6,1,1,21,1,65,0,65,3,195,"1"
6,1,1,26,2,65,50,115,2,230,"1"
9,2,2,30,2,15,40,55,1,55,"2"
12,2,2,25,1,20,0,20,1,20,"5"
10,2,1,35,1,45,0,45,1,45,"2"
6,1,1,29,2,65,40,105,2,210,"5"
2,3,2,32,2,9,40,49,1,49,"4"
9,2,2,26,2,15,40,55,1,55,"2"
1,1,2,35,1,100,0,100,1,100,"4"
13,3,2,34,1,23,0,23,1,23,"5"
4,1,2,25,2,118,40,158,1,158,"5"
8,1,2,35,2,97,25,122,1,122,"1"
3,3,2,29,2,10,25,35,2,70,"3"
6,1,2,19,2,65,25,90,4,360,"5"
7,1,2,29,1,130,0,130,2,260,"4"
8,1,2,21,2,97,25,122,1,122,"1"
6,1,2,27,1,65,0,65,2,130,"4"
9,2,2,23,2,15,40,55,1,55,"1"
3,3,2,30,1,10,0,10,1,10,"4"
1,1,2,20,2,100,25,125,1,125,"5"
9,2,2,21,1,15,0,15,1,15,"4"
12,2,2,19,1,20,0,20,1,20,"5"
4,1,1,26,1,118,0,118,1,118,"1"
6,1,2,33,2,65,25,90,1,90,"3"
2,3,1,33,2,9,40,49,2,98,"2"
9,2,2,28,1,15,0,15,4,60,"3"
9,2,1,34,1,15,0,15,3,45,"3"
9,2,2,32,2,15,40,55,1,55,"5"
8,1,2,30,2,97,40,137,1,137,"5"
2,3,2,23,1,9,0,9,1,9,"4"
3,3,2,27,2,10,40,50,1,50,"5"
6,1,2,30,2,65,25,90,3,270,"5"
3,3,2,27,1,10,0,10,1,10,"1"
4,1,1,32,1,118,0,118,1,118,"4"
1,1,2,29,1,100,0,100,1,100,"5"
8,1,2,22,1,97,0,97,4,388,"4"
8,1,2,20,1,97,0,97,1,97,"4"
1,1,2,34,1,100,0,100,3,300,"2"
8,1,1,25,1,97,0,97,3,291,"5"
6,1,2,20,1,65,0,65,1,65,"5"
9,2,1,25,1,15,0,15,1,15,"1"
6,1,2,32,1,65,0,65,2,130,"5"
9,2,2,33,2,15,25,40,3,120,"4"
9,2,1,21,1,15,0,15,2,30,"4"
2,3,2,24,1,9,0,9,1,9,"5"
1,1,2,24,1,100,0,100,1,100,"4"
8,1,2,21,1,97,0,97,4,388,"5"
8,1,2,23,1,97,0,97,1,97,"4"
10,2,2,22,2,45,40,85,1,85,"5"
6,1,1,23,2,65,40,105,3,315,"5"
8,1,2,35,2,97,70,167,1,167,"5"
8,1,2,25,1,97,0,97,1,97,"4"
12,2,2,19,1,20,0,20,1,20,"5"
6,1,2,29,1,65,0,65,1,65,"4"
3,3,2,28,1,10,0,10,2,20,"5"
6,1,2,28,2,65,40,105,3,315,"2"
12,2,2,20,1,20,0,20,1,20,"1"
6,1,2,31,1,65,0,65,1,65,"3"
10,2,1,23,2,45,100,145,1,145,"5"
9,2,1,22,1,15,0,15,1,15,"5"
6,1,2,18,2,65,40,105,1,105,"4"
2,3,2,25,1,9,0,9,1,9,"4"
9,2,2,23,2,15,70,85,1,85,"4"
4,1,1,31,2,118,70,188,1,188,"4"
6,1,2,18,1,65,0,65,2,130,"4"
6,1,2,25,2,65,100,165,1,165,"5"
12,2,2,28,1,20,0,20,1,20,"1"
8,1,2,33,2,97,40,137,1,137,"4"
9,2,1,22,2,15,40,55,3,165,"4"
10,2,2,29,2,45,70,115,1,115,"4"
12,2,1,23,2,20,100,120,4,480,"3"
1,1,2,19,1,100,0,100,1,100,"4"
9,2,2,20,1,15,0,15,4,60,"3"
8,1,2,20,2,97,40,137,1,137,"2"
6,1,2,20,1,65,0,65,1,65,"5"
8,1,1,23,1,97,0,97,5,485,"2"
10,2,2,25,1,45,0,45,1,45,"5"
4,1,2,20,1,118,0,118,1,118,"3"
9,2,1,31,1,15,0,15,3,45,"5"
1,1,1,29,1,100,0,100,1,100,"5"
2,3,2,33,1,9,0,9,2,18,"5"
2,3,2,23,1,9,0,9,1,9,"3"
1,1,2,22,2,100,40,140,1,140,"4"
8,1,2,35,1,97,0,97,1,97,"4"
4,1,2,23,1,118,0,118,3,354,"4"
6,1,2,26,1,65,0,65,4,260,"1"
9,2,2,18,1,15,0,15,1,15,"1"
1,1,2,25,2,100,70,170,1,170,"5"
9,2,2,19,2,15,100,115,1,115,"5"
1,1,2,25,2,100,25,125,1,125,"4"
4,1,2,26,1,118,0,118,1,118,"2"
9,2,2,27,2,15,40,55,1,55,"5"
9,2,1,27,1,15,0,15,4,60,"5"
3,3,1,27,1,10,0,10,1,10,"2"
3,3,1,28,1,10,0,10,1,10,"2"
10,2,2,24,1,45,0,45,2,90,"2"
6,1,2,28,2,65,25,90,2,180,"4"
9,2,2,27,2,15,25,40,2,80,"3"
6,1,1,34,1,65,0,65,1,65,"4"
9,2,2,18,1,15,0,15,1,15,"4"
9,2,2,18,1,15,0,15,1,15,"3"
9,2,2,30,1,15,0,15,1,15,"5"
9,2,2,35,1,15,0,15,1,15,"3"
3,3,2,25,1,10,0,10,4,40,"4"
8,1,2,35,1,97,0,97,1,97,"5"
6,1,1,35,1,65,0,65,3,195,"5"
6,1,2,19,1,65,0,65,1,65,"3"
6,1,2,20,1,65,0,65,1,65,"4"
8,1,2,18,2,97,40,137,1,137,"4"
8,1,2,28,1,97,0,97,1,97,"3"
3,3,2,30,1,10,0,10,2,20,"4"
3,3,2,20,1,10,0,10,1,10,"5"
9,2,2,26,1,15,0,15,1,15,"3"
3,3,2,19,1,10,0,10,4,40,"4"
1,1,1,30,2,100,40,140,1,140,"4"
6,1,2,20,1,65,0,65,1,65,"4"
3,3,2,27,2,10,100,110,1,110,"5"
11,2,2,30,2,50,40,90,2,180,"5"
12,2,2,27,2,20,40,60,2,120,"2"
7,1,2,27,1,130,0,130,3,390,"5"
6,1,2,22,1,65,0,65,1,65,"5"
5,2,1,35,1,32,0,32,1,32,"3"
2,3,2,20,2,9,40,49,1,49,"3"
3,3,2,34,1,10,0,10,1,10,"4"
3,3,1,18,1,10,0,10,2,20,"4"
11,2,2,34,1,50,0,50,1,50,"5"
8,1,2,32,1,97,0,97,1,97,"1"
6,1,1,30,2,65,40,105,1,105,"4"
1,1,2,34,2,100,40,140,3,420,"5"
8,1,2,23,1,97,0,97,1,97,"5"
6,1,1,20,1,65,0,65,2,130,"4"
13,3,2,27,1,23,0,23,4,92,"4"
6,1,2,33,1,65,0,65,1,65,"4"
6,1,2,35,1,65,0,65,1,65,"5"
3,3,1,21,1,10,0,10,1,10,"2"
1,1,2,19,1,100,0,100,1,100,"1"
9,2,2,31,1,15,0,15,1,15,"5"
8,1,2,23,1,97,0,97,2,194,"4"
5,2,1,25,1,32,0,32,3,96,"5"
8,1,2,31,2,97,40,137,3,411,"5"
1,1,2,24,1,100,0,100,1,100,"1"
8,1,1,29,1,97,0,97,1,97,"4"
6,1,2,31,1,65,0,65,1,65,"5"
5,2,1,29,2,32,50,82,1,82,"5"
6,1,2,26,2,65,40,105,2,210,"5"
9,2,1,29,1,15,0,15,1,15,"4"
3,3,2,29,1,10,0,10,1,10,"5"
6,1,2,20,2,65,40,105,4,420,"5"
7,1,2,25,1,130,0,130,2,260,"5"
2,3,2,26,1,9,0,9,1,9,"3"
11,2,2,19,2,50,40,90,1,90,"1"
6,1,2,33,1,65,0,65,2,130,"1"
2,3,1,18,1,9,0,9,2,18,"5"
10,2,2,34,2,45,40,85,1,85,"1"
3,3,2,28,1,10,0,10,5,50,"3"
6,1,1,22,2,65,70,135,2,270,"2"
8,1,1,18,2,97,40,137,1,137,"5"
12,2,1,29,2,20,70,90,1,90,"4"
9,2,2,23,1,15,0,15,1,15,"1"
9,2,1,27,2,15,40,55,1,55,"1"
9,2,2,20,2,15,70,85,1,85,"4"
11,2,1,35,2,50,40,90,3,270,"5"
8,1,2,25,2,97,70,167,3,501,"2"
6,1,1,28,1,65,0,65,2,130,"3"
6,1,1,25,1,65,0,65,3,195,"3"
1,1,2,31,1,100,0,100,1,100,"4"
3,3,2,21,1,10,0,10,3,30,"5"
6,1,2,35,1,65,0,65,4,260,"1"
8,1,2,18,1,97,0,97,3,291,"5"
8,1,2,30,1,97,0,97,1,97,"5"
6,1,2,27,1,65,0,65,1,65,"2"
12,2,1,28,1,20,0,20,1,20,"3"
9,2,2,28,2,15,40,55,1,55,"1"
6,1,1,23,1,65,0,65,3,195,"4"
6,1,2,23,1,65,0,65,1,65,"5"
4,1,2,27,1,118,0,118,2,236,"4"
7,1,2,24,1,130,0,130,1,130,"4"
6,1,1,32,1,65,0,65,2,130,"5"
2,3,2,32,1,9,0,9,3,27,"3"
1,1,2,34,1,100,0,100,1,100,"4"
2,3,1,29,2,9,40,49,4,196,"1"
3,3,2,25,1,10,0,10,4,40,"4"
1,1,1,27,1,100,0,100,1,100,"2"
9,2,2,34,1,15,0,15,1,15,"5"
7,1,2,18,2,130,40,170,1,170,"2"
1,1,1,29,2,100,25,125,2,250,"3"
4,1,2,35,1,118,0,118,2,236,"4"
6,1,2,32,1,65,0,65,4,260,"1"
4,1,1,21,2,118,40,158,2,316,"4"
12,2,2,31,2,20,25,45,1,45,"5"
9,2,2,26,1,15,0,15,5,75,"2"
6,1,2,26,2,65,40,105,1,105,"4"
9,2,2,31,1,15,0,15,2,30,"1"
6,1,2,21,1,65,0,65,1,65,"5"
5,2,2,19,1,32,0,32,3,96,"1"
8,1,2,24,1,97,0,97,1,97,"2"
3,3,2,30,1,10,0,10,1,10,"4"
8,1,1,30,1,97,0,97,3,291,"4"
10,2,2,34,1,45,0,45,1,45,"1"
8,1,2,20,2,97,40,137,1,137,"4"
8,1,2,26,1,97,0,97,2,194,"3"
2,3,2,29,1,9,0,9,1,9,"5"
9,2,2,19,1,15,0,15,4,60,"1"
8,1,2,25,1,97,0,97,1,97,"4"
2,3,2,29,1,9,0,9,1,9,"4"
2,3,2,30,2,9,40,49,4,196,"2"
7,1,2,28,2,130,100,230,3,690,"5"
8,1,2,18,1,97,0,97,1,97,"1"
8,1,2,18,1,97,0,97,1,97,"4"
12,2,1,25,1,20,0,20,2,40,"5"
1,1,2,29,1,100,0,100,1,100,"1"
6,1,2,20,1,65,0,65,1,65,"4"
9,2,2,35,2,15,100,115,1,115,"4"
5,2,2,25,1,32,0,32,1,32,"4"
9,2,2,33,1,15,0,15,1,15,"5"
1,1,2,35,1,100,0,100,1,100,"5"
6,1,2,33,1,65,0,65,2,130,"5"
9,2,2,32,1,15,0,15,1,15,"2"
6,1,1,29,2,65,40,105,3,315,"5"
6,1,2,31,1,65,0,65,1,65,"4"
3,3,2,27,1,10,0,10,2,20,"3"
2,3,2,33,2,9,50,59,1,59,"5"
9,2,2,33,1,15,0,15,5,75,"5"
3,3,2,27,1,10,0,10,4,40,"4"
13,3,1,35,1,23,0,23,2,46,"1"
1,1,1,34,1,100,0,100,4,400,"2"
11,2,2,26,2,50,40,90,1,90,"4"
1,1,2,24,2,100,25,125,1,125,"5"
6,1,2,29,1,65,0,65,1,65,"4"
8,1,1,23,1,97,0,97,1,97,"5"
3,3,2,29,1,10,0,10,1,10,"4"
6,1,2,28,2,65,40,105,3,315,"2"
2,3,1,33,1,9,0,9,1,9,"5"
4,1,2,29,1,118,0,118,1,118,"1"
5,2,2,32,1,32,0,32,5,160,"3"
4,1,1,19,1,118,0,118,2,236,"4"
9,2,2,20,1,15,0,15,1,15,"5"
8,1,1,21,1,97,0,97,4,388,"3"
4,1,2,32,2,118,50,168,1,168,"5"
6,1,1,32,1,65,0,65,1,65,"3"
6,1,2,24,1,65,0,65,1,65,"4"
6,1,1,24,1,65,0,65,1,65,"5"
12,2,2,29,2,20,40,60,1,60,"2"
1,1,2,33,1,100,0,100,1,100,"3"
5,2,1,34,2,32,70,102,2,204,"4"
4,1,2,35,2,118,40,158,2,316,"3"
4,1,1,27,2,118,40,158,1,158,"4"
4,1,1,27,1,118,0,118,1,118,"4"
3,3,2,21,1,10,0,10,1,10,"5"
2,3,2,28,2,9,40,49,2,98,"3"
4,1,2,22,2,118,50,168,1,168,"4"
5,2,2,22,1,32,0,32,1,32,"4"
13,3,2,32,1,23,0,23,4,92,"5"
3,3,2,32,2,10,70,80,1,80,"4"
8,1,2,20,1,97,0,97,1,97,"5"
9,2,2,34,1,15,0,15,1,15,"3"
6,1,2,27,1,65,0,65,1,65,"3"
6,1,2,34,1,65,0,65,1,65,"5"
10,2,2,20,1,45,0,45,2,90,"4"
8,1,1,27,2,97,40,137,1,137,"5"
12,2,2,32,1,20,0,20,1,20,"2"
3,3,2,22,1,10,0,10,1,10,"4"
3,3,2,22,1,10,0,10,1,10,"2"
3,3,2,22,1,10,0,10,1,10,"5"
2,3,2,26,1,9,0,9,1,9,"1"
5,2,1,20,1,32,0,32,1,32,"5"
6,1,2,32,1,65,0,65,1,65,"5"
7,1,2,34,1,130,0,130,4,520,"2"
6,1,1,21,1,65,0,65,1,65,"4"
7,1,2,20,2,130,100,230,2,460,"4"
8,1,1,35,1,97,0,97,1,97,"1"
2,3,2,21,1,9,0,9,1,9,"4"
6,1,2,32,1,65,0,65,1,65,"4"
8,1,1,27,2,97,25,122,2,244,"3"
8,1,2,29,1,97,0,97,1,97,"1"
6,1,2,33,1,65,0,65,3,195,"5"
8,1,2,23,1,97,0,97,1,97,"3"
9,2,1,25,1,15,0,15,2,30,"5"
4,1,1,33,1,118,0,118,2,236,"5"
3,3,2,34,2,10,40,50,1,50,"4"
6,1,2,26,1,65,0,65,5,325,"4"
6,1,2,35,1,65,0,65,1,65,"5"
6,1,2,25,1,65,0,65,1,65,"1"
3,3,2,28,2,10,50,60,3,180,"5"
10,2,2,31,2,45,40,85,1,85,"5"
2,3,2,35,1,9,0,9,1,9,"4"
8,1,1,26,2,97,40,137,1,137,"5"
1,1,2,35,1,100,0,100,1,100,"4"
9,2,2,28,1,15,0,15,1,15,"4"
11,2,1,21,2,50,40,90,1,90,"3"
6,1,2,28,1,65,0,65,1,65,"4"
1,1,2,30,1,100,0,100,5,500,"4"
2,3,2,29,1,9,0,9,2,18,"4"
4,1,1,22,2,118,100,218,1,218,"1"
2,3,2,35,1,9,0,9,1,9,"3"
9,2,1,28,1,15,0,15,1,15,"4"
1,1,2,22,1,100,0,100,4,400,"2"
3,3,1,30,2,10,40,50,1,50,"5"
6,1,2,19,1,65,0,65,1,65,"5"
8,1,2,33,2,97,40,137,1,137,"4"
5,2,2,19,1,32,0,32,1,32,"4"
9,2,1,18,1,15,0,15,3,45,"5"
9,2,2,29,1,15,0,15,2,30,"5"
9,2,2,19,2,15,40,55,2,110,"5"
1,1,1,24,2,100,70,170,2,340,"3"
7,1,1,20,1,130,0,130,1,130,"3"
2,3,2,34,1,9,0,9,2,18,"3"
1,1,2,34,1,100,0,100,1,100,"5"
8,1,1,29,2,97,100,197,1,197,"1"
1,1,2,34,1,100,0,100,1,100,"3"
1,1,2,24,2,100,40,140,1,140,"4"
9,2,2,34,1,15,0,15,1,15,"1"
8,1,2,34,1,97,0,97,1,97,"4"
8,1,2,25,1,97,0,97,1,97,"5"
6,1,2,32,1,65,0,65,1,65,"4"
4,1,1,26,1,118,0,118,4,472,"5"
6,1,2,33,2,65,40,105,2,210,"5"
3,3,2,20,1,10,0,10,1,10,"4"
4,1,1,20,2,118,40,158,1,158,"5"
6,1,2,33,1,65,0,65,1,65,"2"
10,2,1,21,2,45,70,115,1,115,"3"
12,2,2,26,1,20,0,20,1,20,"4"
6,1,1,31,1,65,0,65,1,65,"5"
3,3,2,28,1,10,0,10,2,20,"3"
2,3,1,34,2,9,40,49,1,49,"3"
3,3,2,30,1,10,0,10,2,20,"4"
7,1,2,32,1,130,0,130,1,130,"1"
3,3,2,26,1,10,0,10,1,10,"3"
11,2,2,20,1,50,0,50,1,50,"2"
10,2,2,29,1,45,0,45,3,135,"5"
5,2,1,22,1,32,0,32,1,32,"5"
9,2,2,34,1,15,0,15,3,45,"3"
4,1,2,34,1,118,0,118,1,118,"4"
2,3,2,35,1,9,0,9,1,9,"3"
1,1,2,18,1,100,0,100,1,100,"1"
8,1,1,29,2,97,40,137,4,548,"2"
6,1,1,31,1,65,0,65,1,65,"4"
4,1,2,30,1,118,0,118,1,118,"1"
10,2,2,25,1,45,0,45,1,45,"2"
2,3,2,28,1,9,0,9,2,18,"5"
11,2,2,22,1,50,0,50,1,50,"4"
10,2,2,29,1,45,0,45,2,90,"4"
6,1,1,27,1,65,0,65,1,65,"5"
12,2,2,21,1,20,0,20,1,20,"5"
6,1,1,20,1,65,0,65,4,260,"5"
1,1,2,31,2,100,40,140,1,140,"5"
13,3,2,24,1,23,0,23,3,69,"4"
4,1,1,24,1,118,0,118,1,118,"3"
2,3,2,25,1,9,0,9,2,18,"5"
6,1,2,32,1,65,0,65,1,65,"3"
8,1,1,26,1,97,0,97,3,291,"5"
5,2,2,31,1,32,0,32,3,96,"5"
1,1,2,33,2,100,100,200,1,200,"4"
3,3,2,25,1,10,0,10,2,20,"5"
2,3,2,26,1,9,0,9,2,18,"3"
2,3,1,21,1,9,0,9,1,9,"3"
2,3,2,18,1,9,0,9,2,18,"4"
6,1,2,29,2,65,40,105,2,210,"3"
2,3,2,18,2,9,25,34,2,68,"2"
12,2,1,24,1,20,0,20,2,40,"2"
6,1,2,32,1,65,0,65,1,65,"4"
3,3,1,25,1,10,0,10,2,20,"5"
13,3,2,25,1,23,0,23,2,46,"3"
6,1,2,28,1,65,0,65,1,65,"5"
13,3,1,34,1,23,0,23,3,69,"4"
12,2,2,21,2,20,100,120,4,480,"4"
8,1,1,27,1,97,0,97,3,291,"4"
9,2,2,33,1,15,0,15,2,30,"5"
9,2,1,24,2,15,40,55,1,55,"5"
6,1,2,26,2,65,40,105,1,105,"4"
11,2,2,28,2,50,25,75,1,75,"5"
10,2,2,21,1,45,0,45,1,45,"4"
8,1,2,35,1,97,0,97,1,97,"4"
5,2,2,23,1,32,0,32,1,32,"5"
11,2,2,31,1,50,0,50,3,150,"4"
10,2,2,21,2,45,70,115,1,115,"5"
5,2,2,25,2,32,70,102,3,306,"3"
6,1,2,26,1,65,0,65,1,65,"5"
4,1,2,20,1,118,0,118,1,118,"3"
13,3,1,23,1,23,0,23,1,23,"4"
4,1,1,28,2,118,40,158,1,158,"4"
8,1,2,19,2,97,100,197,1,197,"4"
7,1,2,18,1,130,0,130,1,130,"1"
9,2,2,31,1,15,0,15,2,30,"5"
3,3,1,23,1,10,0,10,1,10,"2"
2,3,1,28,1,9,0,9,1,9,"4"
6,1,2,30,1,65,0,65,1,65,"3"
3,3,2,19,1,10,0,10,1,10,"3"
2,3,2,30,2,9,40,49,3,147,"2"
6,1,1,32,1,65,0,65,2,130,"5"
4,1,1,27,2,118,25,143,3,429,"5"
5,2,1,22,2,32,100,132,2,264,"4"
9,2,2,19,2,15,40,55,1,55,"4"
6,1,2,25,1,65,0,65,1,65,"1"
9,2,2,27,1,15,0,15,3,45,"5"
6,1,2,33,1,65,0,65,1,65,"5"
6,1,2,21,1,65,0,65,1,65,"4"
6,1,1,32,1,65,0,65,1,65,"1"
3,3,2,28,2,10,70,80,5,400,"4"
2,3,2,33,1,9,0,9,1,9,"1"
4,1,1,29,1,118,0,118,1,118,"4"
9,2,2,29,2,15,40,55,1,55,"5"
11,2,1,25,1,50,0,50,1,50,"2"
3,3,2,27,1,10,0,10,1,10,"5"
1,1,1,35,2,100,40,140,1,140,"4"
11,2,2,24,1,50,0,50,1,50,"5"
7,1,2,34,1,130,0,130,1,130,"1"
5,2,2,21,2,32,70,102,2,204,"4"
12,2,2,29,1,20,0,20,1,20,"5"
5,2,2,34,1,32,0,32,1,32,"2"
6,1,2,30,1,65,0,65,2,130,"5"
8,1,1,26,1,97,0,97,1,97,"4"
6,1,2,24,1,65,0,65,1,65,"2"
10,2,1,29,1,45,0,45,3,135,"4"
3,3,2,29,1,10,0,10,1,10,"2"
7,1,2,23,1,130,0,130,1,130,"1"
1,1,2,19,1,100,0,100,1,100,"5"
1,1,2,34,1,100,0,100,1,100,"3"
11,2,2,28,1,50,0,50,1,50,"5"
5,2,2,26,1,32,0,32,5,160,"1"
3,3,1,25,1,10,0,10,1,10,"5"
3,3,2,35,2,10,40,50,4,200,"5"
12,2,2,25,1,20,0,20,1,20,"4"
6,1,2,22,2,65,25,90,1,90,"1"
2,3,2,28,1,9,0,9,1,9,"5"
9,2,2,20,1,15,0,15,4,60,"4"
8,1,2,34,1,97,0,97,1,97,"1"
